Country,Event,Event Link,Event Logo,Country Link,Country Logo,Artist,Artist Link,Song,Song Link,Flag
North Macedonia,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/fyr-macedonia,https://static.eurovision.tv/hb-cgi/images/8d938863-a50c-4ded-8acf-3205851eae1f.svg,Vasil,https://eurovision.tv/participant/vasil,YOU,https://youtube.com/watch?v=xPZumQQExQc,0
Norway,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Ulrikke,https://eurovision.tv/participant/ulrikke,Attention,https://youtube.com/watch?v=o9atJbnqhJU,0
Poland,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Alicja,https://eurovision.tv/participant/alicja-szemplinska,Empires,https://youtube.com/watch?v=s_Y7mMka4SQ,0
Portugal,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Elisa,https://eurovision.tv/participant/elisa,Medo De Sentir,https://youtube.com/watch?v=eIZ48w4epng,0
Romania,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/romania,https://static.eurovision.tv/hb-cgi/images/8d9a45ac-baef-4080-a24a-1afa3361e0ec.svg,ROXEN,https://eurovision.tv/participant/roxen,Alcohol You,https://youtube.com/watch?v=TmqSU3v_Mtw,0
Russia,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/russia,https://static.eurovision.tv/hb-cgi/images/8d9387d3-056c-418a-a660-c192add9a5b9.svg,Little Big,https://eurovision.tv/participant/little-big,Uno,https://youtube.com/watch?v=L_dWvTCdDQ4,0
San Marino,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/san-marino,https://static.eurovision.tv/hb-cgi/images/8d9387d1-bb97-4d83-b573-ba00a2eae728.svg,Senhit,https://eurovision.tv/participant/senhit,Freaky!,https://youtube.com/watch?v=c6ZNo_hVA6E,0
Serbia,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/serbia,https://static.eurovision.tv/hb-cgi/images/8d9387d0-c64f-4ab5-bd48-6fb25e5b343d.svg,Hurricane,https://eurovision.tv/participant/hurricane,Hasta La Vista,https://youtube.com/watch?v=7fqZevYLUMs,0
Slovenia,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Ana Soklič,https://eurovision.tv/participant/ana-soklic,Voda,https://youtube.com/watch?v=weLeotNwexg,0
Spain,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Blas Cantó,https://eurovision.tv/participant/blas-canto,Universo,https://youtube.com/watch?v=zuDdex1st-Y,0
Sweden,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,The Mamas,https://eurovision.tv/participant/the-mamas,Move,https://youtube.com/watch?v=7EpSBDPlZn4,0
Switzerland,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Gjon's Tears,https://eurovision.tv/participant/gjon-s-tears,Répondez-moi,https://youtube.com/watch?v=O9GAfFHZE-E,0
The Netherlands,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Jeangu Macrooy,https://eurovision.tv/participant/jeangu-macrooy,Grow,https://youtube.com/watch?v=sMcxWB90TTY,0
Ukraine,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/ukraine,https://static.eurovision.tv/hb-cgi/images/8d9386fe-147d-4043-989b-6d8eed8c322e.svg,Go_A,https://eurovision.tv/participant/go_a,Solovey,https://youtube.com/watch?v=zNetXPSld50,0
United Kingdom,Rotterdam 2020,https://eurovision.tv/event/rotterdam-2020,https://static.eurovision.tv/hb-cgi/images/90f03672-a81d-43ad-9d85-9f93e3ed82e1.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,James Newman,https://eurovision.tv/participant/james-newman,My Last Breath,https://youtube.com/watch?v=6iS-lV909T4,0
Albania,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/albania,https://static.eurovision.tv/hb-cgi/images/8d938a00-42af-4b60-835f-415a224a66cd.svg,Jonida Maliqi,https://eurovision.tv/participant/jonida-maliqi,Ktheju tokës,https://youtube.com/watch?v=eo4aFzAkQkA,0
Armenia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/armenia,https://static.eurovision.tv/hb-cgi/images/8d93896f-fd4c-4afe-bd6e-9caaab1fde55.svg,Srbuk,https://eurovision.tv/participant/srbuk,Walking Out,https://youtube.com/watch?v=q_46dy4yJwg,0
Australia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/australia,https://static.eurovision.tv/hb-cgi/images/8d93895c-9990-4097-af10-1e22a057fb79.svg,Kate Miller-Heidke,https://eurovision.tv/participant/kate-miller-heidke,Zero Gravity,https://youtube.com/watch?v=VlpBPO9_L4E,0
Austria,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,PÆNDA,https://eurovision.tv/participant/paenda,Limits,https://youtube.com/watch?v=S2HFBexHDXk,0
Azerbaijan,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/azerbaijan,https://static.eurovision.tv/hb-cgi/images/8d93895b-f5a2-40c3-8e80-ccb3100837fb.svg,Chingiz,https://eurovision.tv/participant/chingiz,Truth,https://youtube.com/watch?v=iyZJ_aMw5hY,0
Belarus,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/belarus,https://static.eurovision.tv/hb-cgi/images/8d9388bf-2507-4a4e-be3c-b3c5d0e6180f.svg,ZENA,https://eurovision.tv/participant/zena,Like It,https://youtube.com/watch?v=Ao93RTN90Xs,0
Belgium,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Eliot,https://eurovision.tv/participant/eliot,Wake Up,https://youtube.com/watch?v=17QXkQEckE4,0
Croatia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,Roko,https://eurovision.tv/participant/roko,The Dream,https://youtube.com/watch?v=-mYYWSEAa9s,0
Cyprus,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Tamta,https://eurovision.tv/participant/tamta,Replay,https://youtube.com/watch?v=WPFUZswe_zw,0
Czech Republic,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/czech-republic,https://static.eurovision.tv/hb-cgi/images/8d9388b8-1024-4996-b07f-f858b38d5a4d.svg,Lake Malawi,https://eurovision.tv/participant/lake-malawi,Friend of a Friend,https://youtube.com/watch?v=yH1-uy9FYKE,0
Denmark,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Leonora,https://eurovision.tv/participant/leonora,Love Is Forever,https://youtube.com/watch?v=fAdSQxaXsSk,0
Estonia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/estonia,https://static.eurovision.tv/hb-cgi/images/8d9388b0-cfa5-47fe-8d1c-ec1a9d773af2.svg,Victor Crone,https://eurovision.tv/participant/victor-crone,Storm,https://youtube.com/watch?v=a4bfC0NPl1I,0
Finland,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Darude feat. Sebastian Rejman,https://eurovision.tv/participant/darude,Look Away,https://youtube.com/watch?v=d4DPGAJhSac,0
France,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Bilal Hassani,https://eurovision.tv/participant/bilal-hassani,Roi,https://youtube.com/watch?v=VydsMYa9lyI,0
Georgia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/georgia,https://static.eurovision.tv/hb-cgi/images/8d938882-5102-4e3c-8e83-527766ab211c.svg,Oto Nemsadze,https://eurovision.tv/participant/oto-nemsadze,Keep on Going,https://youtube.com/watch?v=QCOMCqOXmUo,0
Germany,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,S!sters,https://eurovision.tv/participant/s!sters,Sister,https://youtube.com/watch?v=RuqS6-KJFgA,0
Greece,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/greece,https://static.eurovision.tv/hb-cgi/images/8d93887d-4341-4b77-9c5c-7ad22f3262b3.svg,Katerine Duska,https://eurovision.tv/participant/katerine-duska,Better Love,https://youtube.com/watch?v=ulQoRPcQVDc,0
Hungary,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/hungary,https://static.eurovision.tv/hb-cgi/images/8d93887b-f81b-4766-92d1-0324884a9d2a.svg,Joci Pápai,https://eurovision.tv/participant/joci-papai-2019,Az én apám,https://youtube.com/watch?v=WVW_vZHYnkk,0
Iceland,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/iceland,https://static.eurovision.tv/hb-cgi/images/8d9a46c4-def5-4b18-b4af-375320fbac0e.svg,Hatari,https://eurovision.tv/participant/hatari,Hatrið mun sigra,https://youtube.com/watch?v=UGrRhIj4FRw,0
Ireland,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,Sarah McTernan,https://eurovision.tv/participant/sarah-mcternan,22,https://youtube.com/watch?v=LXBIDYh_UE4,0
Israel,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/israel,https://static.eurovision.tv/hb-cgi/images/8d93886a-4c64-40a7-8e95-ad0732715a38.svg,Kobi Marimi,https://eurovision.tv/participant/kobi-marimi,Home,https://youtube.com/watch?v=7d__XXiVJkE,0
Italy,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Mahmood,https://eurovision.tv/participant/mahmood,Soldi,https://youtube.com/watch?v=tEwvUu1dBTs,0
Latvia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/latvia,https://static.eurovision.tv/hb-cgi/images/8d938866-37b5-494b-bf22-b216ab1d8fce.svg,Carousel,https://eurovision.tv/participant/carousel,That Night,https://youtube.com/watch?v=6j61TWsjcJY,0
Lithuania,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/lithuania,https://static.eurovision.tv/hb-cgi/images/8d938867-7e59-4252-979c-a9f152caa024.svg,Jurij Veklenko,https://eurovision.tv/participant/jurijus,Run With The Lions,https://youtube.com/watch?v=ut-0TaybLRE,0
Malta,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Michela,https://eurovision.tv/participant/michela-pace,Chameleon,https://youtube.com/watch?v=tdyQ-ebzFgk,0
Moldova,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/moldova,https://static.eurovision.tv/hb-cgi/images/8d938863-f530-484c-9b17-ff4a299bac5d.svg,Anna Odobescu,https://eurovision.tv/participant/anna-odobescu,Stay,https://youtube.com/watch?v=p3OC8qhZBWQ,0
Montenegro,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/montenegro,https://static.eurovision.tv/hb-cgi/images/8d9387ef-688e-4131-b6f9-cfc01885b6cb.svg,D mol,https://eurovision.tv/participant/d-moll,Heaven,https://youtube.com/watch?v=EXmXfHhLBoQ,0
North Macedonia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/fyr-macedonia,https://static.eurovision.tv/hb-cgi/images/8d938863-a50c-4ded-8acf-3205851eae1f.svg,Tamara Todevska,https://eurovision.tv/participant/tamara-todevska,Proud,https://youtube.com/watch?v=Sw-NQ1a1zZ0,0
Norway,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,KEiiNO,https://eurovision.tv/participant/keiino,Spirit in the Sky,https://youtube.com/watch?v=3EmUmbhDRiY,0
Poland,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Tulia,https://eurovision.tv/participant/tulia,Fire of Love (Pali się),https://youtube.com/watch?v=hVkyOjwpUCQ,0
Portugal,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Conan Osiris,https://eurovision.tv/participant/conan-osiris,Telemóveis,https://youtube.com/watch?v=xSbp8lwCQp8,0
Romania,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/romania,https://static.eurovision.tv/hb-cgi/images/8d9a45ac-baef-4080-a24a-1afa3361e0ec.svg,Ester Peony,https://eurovision.tv/participant/ester-peony,On a Sunday,https://youtube.com/watch?v=T1dhF0_QyH0,0
Russia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/russia,https://static.eurovision.tv/hb-cgi/images/8d9387d3-056c-418a-a660-c192add9a5b9.svg,Sergey Lazarev,https://eurovision.tv/participant/sergey-lazarev-2019,Scream,https://youtube.com/watch?v=gEpUgRtXBss,0
San Marino,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/san-marino,https://static.eurovision.tv/hb-cgi/images/8d9387d1-bb97-4d83-b573-ba00a2eae728.svg,Serhat,https://eurovision.tv/participant/serhat-2019,Say Na Na Na,https://youtube.com/watch?v=l5arNtTYK1s,0
Serbia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/serbia,https://static.eurovision.tv/hb-cgi/images/8d9387d0-c64f-4ab5-bd48-6fb25e5b343d.svg,Nevena Božović,https://eurovision.tv/participant/nevena-bozovic,Kruna,https://youtube.com/watch?v=osFxa9jfH04,0
Slovenia,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Zala Kralj & Gašper Šantl,https://eurovision.tv/participant/zala-kralj-gasper-santl,Sebi,https://youtube.com/watch?v=2C9W7MbDivU,0
Spain,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Miki,https://eurovision.tv/participant/miki,La Venda,https://youtube.com/watch?v=pEaS6atxFgc,0
Sweden,Tel Aviv 2019,https://eurovision.tv/event/tel-aviv-2019,https://static.eurovision.tv/hb-cgi/images/8d9181b6-df07-47c2-bc28-2c4b96bc46b4.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,John Lundvik,https://eurovision.tv/participant/john-lundvik,Too Late For Love,https://youtube.com/watch?v=iEEuG5XML-A,0
